ensid	gene_name	logFC	AveExpr	t	P.Value	adj.P.Val	B	ranks
ENSG00000080561	MID2	-0.80327002501739	2.24834362767682	-7.29214379750882	1.23144582046396e-12	2.32402955619365e-11	18.0390548937438	-11.9095846909228
ENSG00000080573	COL5A3	-0.201113644341481	1.23971147325396	-1.63977605437141	0.101692670879057	0.165389953364617	-5.64940827275394	-0.992710346108537
ENSG00000080603	SRCAP	-0.0716401269294862	5.73712073641644	-0.898113189157851	0.369565702361204	0.471091490842608	-6.92670299863451	-0.432308340391406
ENSG00000080608	PUM3	-0.366336778922248	5.27024469364991	-4.43120954310442	1.15674792931375e-05	5.93204066314745e-05	2.28731415113712	-4.93676126925484
ENSG00000080618	CPB2	-0.995345881487893	-0.228260665118031	-5.98163910048902	4.26121088275987e-09	4.52804192475432e-08	10.0743794236403	-8.37046697249922
ENSG00000080644	CHRNA3	0.187113145748658	-0.177429555833266	2.08497524840303	0.0375879284169788	0.0718396317138332	-4.93127445074122	1.4249516088929
ENSG00000080709	KCNN2	-0.343694053148588	-0.738244602143589	-4.38166249166791	1.44124640327673e-05	7.22858606936909e-05	2.20757229560367	-4.84126176350576
ENSG00000080802	CNOT4	-0.0624776414656592	4.35190556378178	-1.27754993748597	0.202012305207072	0.290870710075105	-6.45491692174333	-0.694622175500088
ENSG00000080815	PSEN1	0.390038023443083	6.47930286218976	6.36955048416476	4.367078664016e-10	5.50802714380397e-09	12.1142572153081	9.3598089850788
ENSG00000080819	CPOX	-0.0547064586608361	3.83616561833282	-0.911905249334033	0.362266409805272	0.46386004227953	-6.80312201141237	-0.440971932905883
ENSG00000080822	CLDND1	-0.316341475297487	5.43882283545113	-5.11709674303442	4.46062415362699e-07	3.15912196865322e-06	5.40122085133349	-6.3506043683034
ENSG00000080823	MOK	0.131798799825819	3.65254626844373	1.64208214786728	0.101213704734133	0.164742550940603	-5.85518496490929	0.994760678331822
ENSG00000080824	HSP90AA1	-0.149526377539794	9.79821072108313	-1.88762938673435	0.0596656032880799	0.106014321767997	-5.48878610995731	-1.22427596379956
ENSG00000080839	RBL1	-0.611809429700637	2.44505037188098	-6.9301173446777	1.32802358953547e-11	2.1278775683544e-10	15.71972793009	-10.8767942105749
ENSG00000080845	DLGAP4	-0.173648891513074	4.89259430549752	-3.13841381356148	0.0018008860364593	0.00525053328344244	-2.44106660418483	-2.7445137693031
ENSG00000080854	IGSF9B	1.44430006096056	2.81908685907706	7.45350503013279	4.14037868121342e-13	8.37800202883294e-12	19.0846059763505	12.3829599362606
ENSG00000080910	CFHR2	-0.898134888890829	-0.47888328420147	-4.93017664354187	1.12600931236752e-06	7.32151192947244e-06	4.65811171799104	-5.94845801775012
ENSG00000080947	CROCCP3	0.140009185208583	2.04469343267046	1.42939671610312	0.153526609074666	0.232286122477035	-6.00311707417391	0.81381634218819
ENSG00000080986	NDC80	-0.250609258631907	3.60982379043812	-2.15640218806674	0.0315374956018367	0.0620500572227618	-4.88860540580818	-1.5011727970403
ENSG00000081014	AP4E1	-0.0775071558630804	3.23582243789958	-1.16403784209747	0.244974379929756	0.339673544439896	-6.48178468899219	-0.610879332929102
ENSG00000081019	RSBN1	-0.0122591803721357	3.46703089780703	-0.166653598645926	0.867711272478136	0.905930202913551	-7.17905260907601	-0.0616247605714133
ENSG00000081026	MAGI3	0.423741530285107	4.30022623923228	6.2178774113532	1.07895928516616e-09	1.26537633443571e-08	11.2920714766692	8.96699494323302
